Tipo.Registro,Protocolo.BATEU,Data,Hora,Via.Primária,Via.Secundária,Cruzamento,Número.(KM),Condição.Climática,Tipo.de.Acidente,Tipo.de.Veículo,Vítimas,Resultado,Tipo.Envolvido,Faixa.Etária,Categoria.Etilométrico,Subtipo.Etilométrico,Qtd..Veículos.Envolidos,Qtd..Pessoas.Envolvidas,Qtd..Vítimas,address,lat,long,UTM_x,UTM_y
BATEU Local Digital,287305,02/07/2015,08:00,Rua Leonardo Da Vinci,Avenida Senador Salgado Filho,Rua Leonardo Da Vinci X Avenida Senador Salgado Filho,-,Nublado,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Leonardo Da Vinci X Avenida Senador Salgado Filho,-25.46754,-49.24083,676857.32166903,7182112.86358671
BATEU Local Digital,287185,01/07/2015,14:00,Rua Professor Omar Goncalves Da Motta,Rua Coronel Ary Pinho,Rua Professor Omar Goncalves Da Motta X Rua Coronel Ary Pinho,-,Bom,COLISAO TRASEIRA,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,06 - Entre 51 e 59 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Professor Omar Goncalves Da Motta X Rua Coronel Ary Pinho,-25.38225,-49.24529,676533.105754869,7191566.17840725
BATEU Local Digital,287057,01/07/2015,09:00,Rua Paranagua,Avenida Presidente Kennedy,Rua Paranagua X Avenida Presidente Kennedy,0,Bom,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,0,Rua Paranagua X Avenida Presidente Kennedy,-25.47236,-49.28617,672291.342301449,7181638.40038353
BATEU Local Digital,286522,29/06/2015,17:00,Rua Waldemar Pereira Da Silva,Rua Tenente Antonio Miranda Marques,Rua Waldemar Pereira Da Silva X Rua Tenente Antonio Miranda Marques,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,01 - Entre  0 e 11 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Waldemar Pereira Da Silva X Rua Tenente Antonio Miranda Marques,-25.50125,-49.21581,679323.16097059,7178345.34774332
BATEU Local Digital,286139,28/06/2015,17:00,Rua Mateus Leme,Rua Eugenio Guariza,Rua Mateus Leme X Rua Eugenio Guariza,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Mateus Leme X Rua Eugenio Guariza,-25.39136,-49.26743,674292.183330247,7190586.16566929
BATEU Local Digital,286101,28/06/2015,01:00,Rua Roberto Cichon,Rua General Polli Coelho,Rua Roberto Cichon X Rua General Polli Coelho,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Roberto Cichon X Rua General Polli Coelho,-25.43202,-49.22774,678225.898450506,7186029.92915323
BATEU Local Digital,285214,24/06/2015,13:00,Rua Paulo Kissula,Rua Delegado Leopoldo Belczak,Rua Paulo Kissula X Rua Delegado Leopoldo Belczak,-,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,05 - Entre 41 e 50 anos,Sem Info.,Sem Info.,1,1,1,Rua Paulo Kissula X Rua Delegado Leopoldo Belczak,-25.44339,-49.20848,680146.243276296,7184744.59788461
BATEU Local Digital,283068,16/06/2015,15:00,Rua Desembargador Antonio De Paula,Avenida Marechal Floriano Peixoto,Rua Desembargador Antonio De Paula X Avenida Marechal Floriano Peixoto,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Desembargador Antonio De Paula X Avenida Marechal Floriano Peixoto,-25.51043,-49.23329,677552.442275805,7177351.93421423
BATEU Local Digital,282195,13/06/2015,15:00,Rua Joao Rodrigues Pinheiro,Rua Andre Ferreira Barbosa,Rua Joao Rodrigues Pinheiro X Rua Andre Ferreira Barbosa,-,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Joao Rodrigues Pinheiro X Rua Andre Ferreira Barbosa,-25.51173,-49.29435,671412.962691342,7177288.05981653
BATEU Local Digital,281020,09/06/2015,17:00,Rua Professor Nivaldo Braga,Avenida Presidente Affonso Camargo,Rua Professor Nivaldo Braga X Avenida Presidente Affonso Camargo,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Professor Nivaldo Braga X Avenida Presidente Affonso Camargo,-25.44022,-49.2208,678911.837917971,7185112.3292877
BATEU Local Digital,280976,09/06/2015,15:00,Rua Jacarezinho,Avenida Manoel Ribas,Rua Jacarezinho X Avenida Manoel Ribas,920,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Jacarezinho 920,-25.42188,-49.29172,671804.949251748,7187237.06496011
BATEU Local Digital,279836,04/06/2015,18:00,Rua Joao Haupt,Rua Anjolilo Buzzetti,Rua Joao Haupt X Rua Anjolilo Buzzetti,-,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Joao Haupt X Rua Anjolilo Buzzetti,-25.53267,-49.33125,667674.831502947,7175015.67108022
BATEU Local Digital,278568,30/05/2015,10:00,Rua William Booth,Rua Jose Hauer,Rua William Booth X Rua Jose Hauer,-,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua William Booth X Rua Jose Hauer,-25.503,-49.22573,678323.346017807,7178164.83743052
BATEU Local Digital,277537,26/05/2015,17:00,Rua Doutor Laurindo Abelardo De Brito,Rua Doutor Bley Zornig,Rua Doutor Laurindo Abelardo De Brito X Rua Doutor Bley Zornig,-,Chuva Fraca,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Doutor Laurindo Abelardo De Brito X Rua Doutor Bley Zornig,-25.50887,-49.21847,679044.453754717,7177504.86328535
BATEU Local Digital,277256,26/05/2015,07:00,Rua Roberto Lobo,Rua Canal Belem,Rua Roberto Lobo X Rua Canal Belem,-,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Roberto Lobo X Rua Canal Belem,-25.47507,-49.24292,676636.158772411,7181281.54922272
BATEU Local Digital,276603,22/05/2015,21:00,Travessa Da Lapa,Rua Pedro Ivo,Travessa Da Lapa X Rua Pedro Ivo,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Travessa Da Lapa X Rua Pedro Ivo,-25.43249,-49.26675,674301.443495039,7186029.43209109
BATEU Local Digital,272789,09/05/2015,20:00,Rua Desembargador Antonio De Paula,Rua Cristiano Strobel,Rua Desembargador Antonio De Paula X Rua Cristiano Strobel,-,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,1,Rua Desembargador Antonio De Paula X Rua Cristiano Strobel,-25.51712,-49.24986,675877.092637399,7176632.91169088
BATEU Local Digital,271313,04/05/2015,18:00,Rua Pedro Picussa,Rua Antonio Augusto De Brito,Rua Pedro Picussa X Rua Antonio Augusto De Brito,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,05 - Entre 41 e 50 anos,Sem Info.,Sem Info.,1,1,0,Rua Pedro Picussa X Rua Antonio Augusto De Brito,-25.55772,-49.28212,672576.416176468,7172178.01203695
BATEU Local Digital,270904,03/05/2015,19:00,Rua Tunisia,Rua Amador Bueno,Rua Tunisia X Rua Amador Bueno,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Tunisia X Rua Amador Bueno,-25.46589,-49.2005,680915.184818977,7182241.46210886
BATEU Local Digital,269203,25/04/2015,12:00,Rua Francisco Alves De Oliveira,Rua Paula Freitas,Rua Francisco Alves De Oliveira X Rua Paula Freitas,-,Bom,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Francisco Alves De Oliveira X Rua Paula Freitas,-25.53944,-49.2471,676121.900900354,7174156.88630942
BATEU Local Digital,267810,20/04/2015,17:00,Rua Xv De Novembro,Rua Jose De Alencar,Rua Xv De Novembro X Rua Jose De Alencar,-,Chuva Fraca,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,05 - Entre 41 e 50 anos,Sem Info.,Sem Info.,1,1,1,Rua Xv De Novembro X Rua Jose De Alencar,-25.42673,-49.25356,675636.487812568,7186650.14789115
BATEU Local Digital,267608,19/04/2015,18:00,Rua Mariopolis,Rua Cristiano Strobel,Rua Mariopolis X Rua Cristiano Strobel,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,0,Rua Mariopolis X Rua Cristiano Strobel,-25.5187,-49.24909,675952.182875075,7176456.87757776
BATEU Local Digital,267559,18/04/2015,21:00,Rua Henrique Coelho Neto,Rua Brasilino Moura,Rua Henrique Coelho Neto X Rua Brasilino Moura,447,Bom,NAO IDENTIFICADO,BICICLETA,COM VÍTIMAS,Óbito no Local,CONDUTOR,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Henrique Coelho Neto 447,-25.3973799,-49.26735,674291.582559337,7189919.2566887
BATEU Local Digital,267433,17/04/2015,19:00,Rua Precila Fronza,Rua Jose Alves Pinto,Rua Precila Fronza X Rua Jose Alves Pinto,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Precila Fronza X Rua Jose Alves Pinto,-25.38016,-49.29406,671628.604441433,7191861.22665861
BATEU Local Digital,265227,10/04/2015,07:00,Marginal Br 116,Avenida Comendador Franco,Marginal Br 116 X Avenida Comendador Franco,2335,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Marginal Br 116 2335,-25.4642961,-49.2173699,679221.160040169,7182440.82634703
BATEU Local Digital,264159,07/04/2015,07:00,Rua Rio Xingu,Rua Sebastiao Alves Ferreira,Rua Rio Xingu X Rua Sebastiao Alves Ferreira,-,Bom,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Rio Xingu X Rua Sebastiao Alves Ferreira,-25.40468,-49.20613,680440.25061138,7189029.30481627
BATEU Local Digital,263669,05/04/2015,11:00,Rua Bento Viana,Avenida Do Batel,Rua Bento Viana X Avenida Do Batel,-,Nublado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Bento Viana X Avenida Do Batel,-25.44167,-49.28568,672384.344214864,7185037.20246177
BATEU Local Digital,263639,04/04/2015,23:00,Rua Piaui,Rua Montese,Rua Piaui X Rua Montese,-,Bom,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Piaui X Rua Montese,-25.45924,-49.27013,673923.024802923,7183070.81990927
BATEU Local Digital,261215,26/03/2015,07:00,Rua Rubens Padilha Mendes,Rua Reinaldo Issberner,Rua Rubens Padilha Mendes X Rua Reinaldo Issberner,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Rubens Padilha Mendes X Rua Reinaldo Issberner,-25.44984,-49.22542,678432.983335969,7184052.92398174
BATEU Local Digital,261042,25/03/2015,10:00,Rua Teofilo Otoni,Rua Engenheiro Costa Barros,Rua Teofilo Otoni X Rua Engenheiro Costa Barros,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Teofilo Otoni X Rua Engenheiro Costa Barros,-25.45736,-49.21306,679664.860165933,7183203.32949911
BATEU Local Digital,260122,21/03/2015,20:00,Rua Antonio Melillo,Avenida Presidente Wenceslau Braz,Rua Antonio Melillo X Avenida Presidente Wenceslau Braz,-,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Antonio Melillo X Avenida Presidente Wenceslau Braz,-25.47178,-49.26212,674710.394534968,7181671.30902987
BATEU Local Digital,259642,19/03/2015,14:00,Rua Alferes Angelo Sampaio,Avenida Sete De Setembro,Rua Alferes Angelo Sampaio X Avenida Sete De Setembro,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Alferes Angelo Sampaio X Avenida Sete De Setembro,-25.44376,-49.28238,672713.258145092,7184801.42832688
BATEU Local Digital,259305,18/03/2015,11:00,Rua Xv De Novembro,Rua Doutor Faivre,Rua Xv De Novembro X Rua Doutor Faivre,-,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Xv De Novembro X Rua Doutor Faivre,-25.42751,-49.26209,674777.347040183,7186574.95450273
BATEU Local Digital,257104,11/03/2015,07:00,Rua Tenente Coronel Vilagran Cabrita,Rua Maestro Carlos Frank,Rua Tenente Coronel Vilagran Cabrita X Rua Maestro Carlos Frank,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Tenente Coronel Vilagran Cabrita X Rua Maestro Carlos Frank,-25.52009,-49.23538,677328.15731775,7176284.68929636
BATEU Local Digital,256723,10/03/2015,07:00,Rua Joao Viana Seiler,Rua Joao Negrao,Rua Joao Viana Seiler X Rua Joao Negrao,-,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Joao Viana Seiler X Rua Joao Negrao,-25.45387,-49.25882,675068.13820992,7183650.82955907
BATEU Local Digital,252424,21/02/2015,13:00,Rua Vicente Michelotto,Rua Antonia Molina Bella,Rua Vicente Michelotto X Rua Antonia Molina Bella,0,Bom,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Vicente Michelotto X Rua Antonia Molina Bella,-25.52167,-49.33105,667710.22989149,7176233.8471556
BATEU Local Digital,249791,09/02/2015,16:00,Rua Deusdete P. Silva,Rua Anjolilo Buzzetti,Rua Deusdete P. Silva X Rua Anjolilo Buzzetti,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Deusdete P. Silva X Rua Anjolilo Buzzetti,-25.52572,-49.33405,667403.088707141,7175789.02636368
BATEU Secretaria,388263,11/08/2015,07:00,Rua Joaquim Nabuco,Avenida Parana,Rua Joaquim Nabuco X Avenida Parana,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Joaquim Nabuco X Avenida Parana,-25.38044,-49.22833,678242.374392011,7191744.14904373
BATEU Secretaria,367851,14/12/2015,17:00,Rua Nova Esperanca,Rua Celeste Tortato Gabardo,Rua Nova Esperanca X Rua Celeste Tortato Gabardo,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,05 - Entre 41 e 50 anos,Sem Info.,Sem Info.,1,1,1,Rua Nova Esperanca X Rua Celeste Tortato Gabardo,-25.54286,-49.27605,673207.685571978,7173816.12698671
BATEU Secretaria,341690,16/11/2015,14:00,Rua Jose Hauer,Avenida Marechal Floriano Peixoto,Rua Jose Hauer X Avenida Marechal Floriano Peixoto,-,Não Informado,COLISAO FRONTAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,07 - 60 ou mais,Sem Info.,Sem Info.,1,1,0,Rua Jose Hauer X Avenida Marechal Floriano Peixoto,-25.50669,-49.23484,677402.135822407,7177768.28095794
BATEU Secretaria,338523,18/12/2015,18:00,Rua Ubaldino Do Amaral,Avenida Presidente Affonso Camargo,Rua Ubaldino Do Amaral X Avenida Presidente Affonso Camargo,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,0,Rua Ubaldino Do Amaral X Avenida Presidente Affonso Camargo,-25.44052,-49.22864,678122.865986473,7185089.59737445
BATEU Secretaria,337349,18/12/2015,16:00,Rua Xv De Novembro,Rua Padre Germano Mayer,Rua Xv De Novembro X Rua Padre Germano Mayer,-,Não Informado,ATROPELAMENTO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Xv De Novembro X Rua Padre Germano Mayer,-25.42712,-49.24891,676103.655767299,7186600.81697424
BATEU Secretaria,325896,30/11/2015,07:00,Rua Juvenal Negrelo,Rua Vicente Negrello,Rua Juvenal Negrelo X Rua Vicente Negrello,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Juvenal Negrelo X Rua Vicente Negrello,-25.5579,-49.28686,672099.893659763,7172164.22766795
BATEU Secretaria,320816,29/08/2015,19:00,Rua Izaac Ferreira Da Cruz,Rua Cruzeiro Do Sul,Rua Izaac Ferreira Da Cruz X Rua Cruzeiro Do Sul,-,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Izaac Ferreira Da Cruz X Rua Cruzeiro Do Sul,-25.53642,-49.28278,672540.605053494,7174538.23355536
BATEU Secretaria,317826,29/10/2015,10:00,Rua Peru,Avenida Nossa Senhora Da Luz,Rua Peru X Avenida Nossa Senhora Da Luz,-,Não Informado,ACIDENTE COMPLEXO,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Peru X Avenida Nossa Senhora Da Luz,-25.40644,-49.24307,676721.247243855,7188883.77408531
BATEU Secretaria,316797,25/10/2015,20:00,Rua Manoel Eufrasio,Rua Emilio Cornelsen,Rua Manoel Eufrasio X Rua Emilio Cornelsen,-,Não Informado,ABALROAMENTO LATERAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Manoel Eufrasio X Rua Emilio Cornelsen,-25.4104,-49.25981,675031.401105724,7188467.1939009
BATEU Secretaria,310742,08/01/2015,20:00,Rua Sao Paulo,Rua Alagoas,Rua Sao Paulo X Rua Alagoas,-,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Sao Paulo X Rua Alagoas,-25.47114,-49.27564,673351.875088894,7181759.87007699
BATEU Secretaria,301865,07/08/2015,20:00,Rua Mariano Torres,Rua Benjamin Constant,Rua Mariano Torres X Rua Benjamin Constant,-,Não Informado,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Mariano Torres X Rua Benjamin Constant,-25.42978,-49.26291,674691.591265772,7186324.58690562
BATEU Secretaria,299282,11/05/2015,16:00,Rua Omar Raymundo Picheth,Rua Ataulfo Alves,Rua Omar Raymundo Picheth X Rua Ataulfo Alves,-,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,05 - Entre 41 e 50 anos,Sem Info.,Sem Info.,1,1,1,Rua Omar Raymundo Picheth X Rua Ataulfo Alves,-25.51325,-49.27261,673596.000438722,7177091.48732491
BATEU Secretaria,298865,08/08/2015,18:00,Rua Padre Agostinho,Rua Jeronimo Durski,Rua Padre Agostinho X Rua Jeronimo Durski,-,Não Informado,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Padre Agostinho X Rua Jeronimo Durski,-25.43474,-49.30738,670211.626733824,7185832.69310276
BATEU Secretaria,292641,10/07/2015,17:00,Rua Santo Amaro,Rua Rio De Janeiro,Rua Santo Amaro X Rua Rio De Janeiro,-,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Santo Amaro X Rua Rio De Janeiro,-25.46276,-49.27795,673131.603446484,7182691.10539379
BATEU Secretaria,287066,24/06/2015,19:00,Rua Jose Bajerski,Rua Guilherme De Souza Valente,Rua Jose Bajerski X Rua Guilherme De Souza Valente,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Jose Bajerski X Rua Guilherme De Souza Valente,-25.36647,-49.27261,673806.623653275,7193349.88923062
BATEU Secretaria,282807,15/06/2015,12:00,Rua Omar Raymundo Picheth,Rua Carlos Pisani,Rua Omar Raymundo Picheth X Rua Carlos Pisani,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Omar Raymundo Picheth X Rua Carlos Pisani,-25.51171,-49.27486,673372.053701422,7177265.00594799
BATEU Secretaria,279278,22/05/2015,18:00,Rua Desembargador Antonio De Paula,Rua Arthur Manoel Iwersen,Rua Desembargador Antonio De Paula X Rua Arthur Manoel Iwersen,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,1,Rua Desembargador Antonio De Paula X Rua Arthur Manoel Iwersen,-25.51318,-49.24013,676860.861392638,7177056.43430656
BATEU Secretaria,275701,13/05/2015,04:00,Rua Theodoro Locker,Rua Joao Dembinski,Rua Theodoro Locker X Rua Joao Dembinski,-,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,0,Rua Theodoro Locker X Rua Joao Dembinski,-25.46376,-49.34548,666339.668839824,7182666.39003701
BATEU Secretaria,271161,29/04/2015,08:00,Rua Marcelino Champagnat,Rua Frederico Cantarelli,Rua Marcelino Champagnat X Rua Frederico Cantarelli,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Sem Info.,Sem Info.,1,1,1,Rua Marcelino Champagnat X Rua Frederico Cantarelli,-25.42808,-49.29513,671453.158863051,7186554.70224027
BATEU Secretaria,268419,20/04/2015,15:00,Rua Armando Sales De Oliveira,Avenida Comendador Franco,Rua Armando Sales De Oliveira X Avenida Comendador Franco,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Armando Sales De Oliveira X Avenida Comendador Franco,-25.45619,-49.24104,676852.803450418,7183370.36636939
BATEU Secretaria,267640,17/04/2015,23:00,Rua Alberico Flores Bueno,Avenida Da Integracao,Rua Alberico Flores Bueno X Avenida Da Integracao,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Alberico Flores Bueno X Avenida Da Integracao,-25.40559,-49.2044,680612.94689332,7188926.16506113
BATEU Secretaria,260759,03/03/2015,20:00,Rua Assis Figueiredo,Rua Alagoas,Rua Assis Figueiredo X Rua Alagoas,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,1,Rua Assis Figueiredo X Rua Alagoas,-25.46853,-49.26887,674036.359568317,7182040.14319324
BATEU Secretaria,259026,12/03/2015,17:00,Rua Estevao Bayao,Avenida Sete De Setembro,Rua Estevao Bayao X Avenida Sete De Setembro,-,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Estevao Bayao X Avenida Sete De Setembro,-25.44708,-49.29137,671804.395348258,7184445.30133178
BATEU Secretaria,253090,17/02/2015,20:00,Rua Alferes Angelo Sampaio,Avenida Sete De Setembro,Rua Alferes Angelo Sampaio X Avenida Sete De Setembro,-,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Alferes Angelo Sampaio X Avenida Sete De Setembro,-25.44376,-49.28238,672713.258145092,7184801.42832688
